no,업체명,제품명,주성분,첨가제,허가일,제조/수입,모양,장축,단축,수입제조국,주성분영문
1710,(주)시어스제약,모나그린캡슐,약용효모/케라틴/티아민질산염/판토텐산칼슘/L-시스틴/p-아미노벤조산,"미결정셀룰로오스,콜로이드성이산화규소,스테아르산마그네슘,탤크,상부 녹색, 하부 미황색 경질캡슐,전분글리콜산나트륨",2020-12-29,제조,,,,,Medicinal Yeast/Keratin/Thiamine Nitrate/Calcium Pantothenate/L-Cystine/p-Aminobenzoic Acid
1711,제이더블유신약(주),모나에스캡슐,약용효모/케라틴/티아민질산염/판토텐산칼슘/L-시스틴/p-아미노벤조산,"크로스포비돈,스테아르산마그네슘,콜로이드성이산화규소,캡슐제",2015-11-25,제조,장방형,19.03,6.37,,Medicinal Yeast/Keratin/Thiamine Nitrate/Calcium Pantothenate/L-Cystine/p-Aminobenzoic Acid
1712,광동제약(주),모나이지액,미녹시딜/피리독신염산염/토코페롤아세테이트/L-멘톨,"부틸히드록시톨루엔,인산,폴리옥시에틸렌올레일에테르,부틸렌글리콜,에탄올,정제수",2018-09-20,제조,,,,,Minoxidil/Pyridoxine Hydrochloride/Tocopherol Acetate/L-Menthol
1713,주식회사 노바엠헬스케어,모네랄정,판토텐산칼슘/셀레늄함유건조효모/산화아연/티아민질산염/L-시스테인/크롬함유건조효모/황산제이구리수화물/황산망간수화물/비오틴,"미결정셀룰로오스,히프로멜로오스,유당수화물,이산화규소,탭쉴드노란색(21Y024),스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,히드록시프로필셀룰로오스",2024-01-10,제조,,,,,Calcium Pantothenate/Selenium In Dried Yeast/Zinc Oxide/Thiamine Nitrate/L-Cysteine/Chromium in Dried Yeast/Cupric Sulfate Hydrate/Manganese Sulfate Hydrate/Biotin
1714,(주)킴스제약,모닝듀점안액(카르복시메틸셀룰로오스나트륨)(1회용),카르복시메틸셀룰로오스나트륨,"염화칼륨,염화마그네슘수화물,수산화나트륨,염화칼슘수화물,염화나트륨,락트산나트륨 액,염산,주사용수",2020-09-18,제조,,,,,Carboxymethylcellulose Sodium
1715,일양바이오팜(주),모닝톡에스장용연질캡슐,비사코딜/우르소데옥시콜산/도큐세이트나트륨,"콩기름,폴리소르베이트80,펙틴,청색1호(브릴리안트블루FCF),황색5호(선셋옐로우FCF),젤라틴,시트르산,산화티탄,소르비톨소르비탄 액,황색203호(퀴놀린옐로우WS),야자경화유,황납,무수인산수소나트륨",2021-04-22,제조,타원형,12.0,7.5,,Bisacodyl/Ursodeoxycholic Acid/Docusate Sodium
1716,일양바이오팜(주),모닝톡장용연질캡슐,비사코딜/우르소데옥시콜산/도큐세이트나트륨,"콩기름,폴리소르베이트80,펙틴,청색1호(브릴리안트블루FCF),황색5호(선셋옐로우FCF),젤라틴,시트르산,산화티탄,소르비톨소르비탄 액,황색203호(퀴놀린옐로우WS),야자경화유,황납,무수인산수소나트륨",2020-12-16,제조,타원형,12.2,7.3,,Bisacodyl/Ursodeoxycholic Acid/Docusate Sodium
1717,삼익제약(주),모다덤-에스크림,베타메타손발레레이트/겐타마이신황산염,"프로필렌글리콜,부틸히드록시톨루엔,파라옥시벤조산프로필,세토스테아릴알코올,폴리소르베이트60,스테아릴알코올,경질유동파라핀,소르비탄스테아레이트,파라옥시벤조산메틸,정제수",2000-08-28,제조,,,,,Betamethasone Valerate/Gentamicin Sulfate
1718,초당약품공업(주),모드나정,아세트아미노펜/카페인무수물/구아이페네신/DL-메틸에페드린염산염/클로르페니라민말레산염/덱스트로메토르판브롬화수소산염수화물,"미결정셀룰로오스,크로스카멜로오스나트륨,스테아르산마그네슘,경질무수규산,히드록시프로필셀룰로오스",2023-05-23,제조,,,,,Acetaminophen/Anhydrous Caffeine/Guaifenesin/DL-Methylephedrine Hydrochloride/Chlorpheniramine Maleate/Dextromethorphan Hydrobromide Hydrate
1719,초당약품공업(주),모드나캡슐,아세트아미노펜/카페인무수물/티아민질산염/구아이페네신/dl-메틸에페드린염산염/클로르페니라민말레산염/덱스트로메토르판브롬화수소산염수화물/감초엑스산(5→1),"콜로이드성이산화규소,스테아르산마그네슘,탤크,백색캡슐",2009-04-22,제조,장방형,19.1,6.91,,Acetaminophen/Anhydrous Caffeine/Thiamine Nitrate/Guaifenesin/DL-Methylephedrine Hydrochloride/Chlorpheniramine Maleate/Dextromethorphan Hydrobromide Hydrate/Glycyrrhiza Extract Powder (5→1)
1720,(주)종근당,모드알레나잘스프레이,옥시메타졸린염산염/클로르페니라민말레산염,"프로필렌글리콜,시트르산수화물,인산수소나트륨수화물,인산이수소나트륨,벤잘코늄염화물,에데트산나트륨수화물,D-소르비톨액,폴리옥실40경화피마자유,l-멘톨,정제수",2023-04-26,제조,,,,,Oxymetazoline Hydrochloride/Chlorpheniramine Maleate
1721,(주)종근당,모드코시럽,염산트리프롤리딘/슈도에페드린염산염,"시트르산수화물,벤조산나트륨,아스파탐,백당,파라옥시벤조산메틸,애플엣센스피-930848,아세설팜칼륨,말트후레바엘970119,정제수",2002-04-25,제조,,,,,Triprolidine Hydrochloride/Pseudoephedrine Hydrochloride
1722,(주)종근당,모드코에스연질캡슐,아세트아미노펜/클로르페니라민말레산염/슈도에페드린염산염,"프로필렌글리콜,락색소,폴리에틸렌글리콜400,젤라틴,포비돈,소르비톨스페셜글리세린블렌드,정제수",2012-04-24,제조,타원형,16.8,9.5,,Acetaminophen/Chlorpheniramine Maleate/Pseudoephedrine Hydrochloride
1723,(주)종근당,모드코프시럽,구아이페네신/슈도에페드린염산염/덱스트로메토르판브롬화수소산염수화물,"시트르산수화물,파라옥시벤조산프로필,아스파탐,백당,파라옥시벤조산메틸,아세설팜칼륨,구아바후레바20068,말트후레바엘970119,정제수",2002-04-25,제조,,,,,Guaifenesin/Pseudoephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate
1724,(주)종근당,모드코프에스연질캡슐,아세트아미노펜/dl-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물/구아이페네신,"프로필렌글리콜,치자청색소,폴리에틸렌글리콜400,젤라틴,포비돈,소르비톨스페셜글리세린블렌드,정제수",2012-05-08,제조,타원형,16.6,9.2,,Acetaminophen/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Guaifenesin
1725,(주)종근당,모드콜노즈시럽,클로르페니라민말레산염/슈도에페드린염산염,"벤조산나트륨,시트르산수화물,D-소르비톨 액,수크랄로스,잔탄검,민트향(311278),오렌지향 AI-F-0054,정제수",2020-11-12,제조,,,,,Chlorpheniramine Maleate/Pseudoephedrine Hydrochloride
1726,(주)종근당,모드콜로시럽,마황/길경/오미자/인삼유동엑스/티페피딘시트르산염,"벤조산나트륨,시트르산수화물,베타덱스,조합향료(드링크후레바),염화나트륨,시메티콘,수크랄로스,조합향료(쌍화향(14210)),과당,폴리옥실35·피마자유,농글리세린,정제수",2022-12-14,제조,,,,,Ephedra Herb/Platycodon Root/Schisandra Fruit/Ginseng Fluid Extract/Tipepidine Citrate
1727,(주)종근당,모드콜시럽,아세트아미노펜/클로르페니라민말레산염/dl-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물/구아야콜설폰산칼륨/카페인무수물,"파라옥시벤조산프로필,시트르산,백당,스트로베리후레바(에센스)비-2383,파라옥시벤조산메틸,아세설팜칼륨,정제수",2004-07-31,제조,,,,,Acetaminophen/Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Potassium Guaiacolsulfonate/Anhydrous Caffeine
1728,(주)종근당,모드콜에스연질캡슐,아세트아미노펜/클로르페니라민말레산염/dl-메틸에페드린염산염/슈도에페드린염산염/덱스트로메토르판브롬화수소산염수화물/구아이페네신,"프로필렌글리콜,폴리에틸렌글리콜400,젤라틴,홍화황색소,포비돈,소르비톨스페셜글리세린블렌드,정제수",2012-05-08,제조,타원형,16.3,10.0,,Acetaminophen/Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride/Pseudoephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Guaifenesin
1729,(주)종근당,모드콜코프시럽,클로르페니라민말레산염/DL-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물/구아이페네신,"벤조산나트륨,시트르산수화물,민트향311278,D-소르비톨 액,수크랄로스,잔탄검,오렌지향 AI-F-0054,정제수",2022-08-31,제조,,,,,Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Guaifenesin
1730,(주)종근당,모드콜콜드시럽,아세트아미노펜/클로르페니라민말레산염/dl-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물,"벤조산나트륨,시트르산수화물,D-소르비톨 액,자일리톨,수크랄로스,포비돈,잔탄검,민트향(311278),오렌지향 AI-F-0054,정제수",2022-09-07,제조,,,,,Acetaminophen/Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate
1731,크리스탈생명과학(주),모레칼스연질캡슐(인바이오넷토레칼스연질캡슐)(수출용),침강탄산칼슘/농축콜레칼시페롤(유상형),"콩기름,레시틴,황색5호,에칠바닐린,젤라틴,산화티탄,황색203호,황납,파라옥시안식향산메칠,소르비톨액70%(비결정성),파라옥시안식향산프로필,팜유,백납,농글리세린,청색1호,정제수",2005-04-06,제조,,,,,Precipitated Calcium Carbonate/Cholecalciferol Concentrate Oil
1732,한국신텍스제약(주),모리모리액3%(미녹시딜),미녹시딜,"프로필렌글리콜,토코페롤아세테이트,덱스판테놀,피브이피/브이에이공중합체,시트르산,부틸히드록시아니솔,폴리옥실(10)올레일에테르,농글리세린,에탄올,정제수",2020-10-14,제조,,,,,Minoxidil
1733,한국신텍스제약(주),모리모리액5%(미녹시딜),미녹시딜,"프로필렌글리콜,토코페롤아세테이트,덱스판테놀,피브이피/브이에이공중합체,시트르산,부틸히드록시아니솔,폴리옥실(10)올레일에테르,농글리세린,에탄올,정제수",2020-10-14,제조,,,,,Minoxidil
1734,(주)티디에스팜,모모록스액(시클로피록스올아민),시클로피록스올아민,"디나트륨라우레스설포숙시네이트,프로필렌글리콜,적색3호,인산,코카미드디이에이,폴리옥시에틸렌라우릴에테르황산나트륨,L-멘톨,체리향,히드록시에틸셀룰로오스,에탄올,정제수",2020-04-29,제조,,,,,Ciclopirox Olamine
1735,주식회사 더유제약,모모졸액(케토코나졸),케토코나졸,"디나트륨라우레스설포숙시네이트,수산화나트륨,염화나트륨,코카미드디이에이,폴리옥시에틸렌라우릴에테르황산나트륨,염산,적색40호,이미듀리아,피이지-120메틸글루코오스디올레에이트,정제수",2023-09-27,제조,,,,,Ketoconazole
1736,(주)퍼슨,모물린키드크림,디펜히드라민/덱스판테놀/토코페롤아세테이트/글리시리진산이칼륨,"트리에탄올아민,디메치콘,유동 파라핀,폴리옥실 40 스테아레이트,세탄올,부틸렌글리콜,스테아릴알코올,카보머 940,파라옥시벤조산메틸,솔비탄모노스테아레이트,농글리세린,정제수",2012-07-31,제조,,,,,Diphenhydramine/Dexpanthenol/Tocopherol Acetate/Dipotassium Glycyrrhizinate
1737,(주)대웅제약,모바렌캡슐,약용효모/케라틴/티아민질산염/판토텐산칼슘/L-시스틴/p-아미노벤조산,"크로스포비돈,스테아르산마그네슘,콜로이드성이산화규소,캡슐",2017-06-19,제조,장방형,18.8,6.23,,Medicinal Yeast/Keratin/Thiamine Nitrate/Calcium Pantothenate/L-Cystine/p-Aminobenzoic Acid
1738,해태에이치티비(주),모바린겔5%(미녹시딜),미녹시딜,"프로필렌글리콜,부틸레이티드히드록시톨루엔,카보머인터폴리머,트롤아민,인산,벤조산,히드록시에틸셀룰로오스,정제수,에탄올",2016-12-08,제조,,,,,Minoxidil
1739,해태에이치티비(주),모바린액3%(미녹시딜),미녹시딜,"프로필렌글리콜,토코페롤아세테이트,덱스판테놀,피브이피/브이에이공중합체,시트르산,부틸히드록시아니솔,폴리옥실(10)올레일에테르,농글리세린,에탄올,정제수",2004-07-13,제조,,,,,Minoxidil
1740,해태에이치티비(주),모바린액5%(미녹시딜),미녹시딜,"프로필렌글리콜,토코페롤아세테이트,덱스판테놀,피브이피/브이에이공중합체,시트르산,부틸히드록시아니솔,폴리옥실(10)올레일에테르,농글리세린,에탄올,정제수",2004-07-13,제조,,,,,Minoxidil
1741,(주)퍼슨,모벌디액,디펜히드라민염산염/디부카인염산염/l-멘톨/dl-캄파/에녹솔론,"글리세린,에탄올,정제수,암모니아수,인산이수소칼륨",2020-02-07,제조,,,,,Diphenhydramine Hydrochloride/Dibucaine Hydrochloride/L-Menthol/DL-Camphor/Enoxolone
1742,(주)한국팜비오,모비락스산,폴리에틸렌글리콜3350/염화나트륨/탄산수소나트륨/염화칼륨,"오렌지미크론,레몬미크론,효소처리스테비아",2014-01-10,제조,,,,,Polyethylene Glycol 3350/Sodium Chloride/Sodium Bicarbonate/Potassium Chloride
1743,(주)시어스제약,모비트롤겔,디펜히드라민/크로타미톤/살리실산글리콜/벤제토늄염화물/리도카인염산염수화물/L-멘톨,"인산,에데트산나트륨수화물,부틸렌글리콜,파라옥시벤조산메틸,농글리세린,히드록시프로필셀룰로오스,에탄올,정제수",2019-11-08,제조,,,,,Diphenhydramine/Crotamiton/Glycol Salicylate/Benzethonium Chloride/Lidocaine Hydrochloride Hydrate/L-Menthol
1744,경남제약(주),모스쿨액,크로타미톤/L-멘톨/dl-캄파/디펜히드라민/디부카인염산염/에녹솔론,"카보머940,폴리소르베이트80,트롤아민,에탄올,정제수",2008-11-24,제조,,,,,Crotamiton/L-Menthol/DL-Camphor/Diphenhydramine/Dibucaine Hydrochloride/Enoxolone
1745,경남제약(주),모스쿨키드크림,디펜히드라민/덱스판테놀/토코페롤아세테이트/글리시리진산이칼륨,"트리에탄올아민,카보머940,폴리옥실40스테아레이트,세탄올,유동파라핀,부틸렌글리콜,스테아릴알코올,디메티콘,파라옥시벤조산메틸,솔비탄모노스테아레이트,농글리세린,정제수",2015-03-09,제조,,,,,Diphenhydramine/Dexpanthenol/Tocopherol Acetate/Dipotassium Glycyrrhizinate
1746,에스에스팜(주),모시스민캡슐(수출명:MosisminCap.)(수출용),DL-메티오닌/L-류신/L-발린/L-이소류신/L-트레오닌/L-트리프토판/L-페닐알라닌/L-리신염산염/레티놀팔미테이트/에르고칼시페롤/토코페롤아세테이트 2배산/티아민질산염/리보플라빈/니코틴산아미드/피리독신염산염/판토텐산칼슘/시아노코발라민/폴산/아스코르브산,"황색5호,히프로멜로오스2910,황색4호,폴리에틸렌글리콜6000,상부적색, 하부무색투명한 경질캡슐,콜로이드성이산화규소,백당,포비돈,탤크,적색40호,옥수수전분,히드록시프로필셀룰로오스,청색1호",2005-05-02,제조,,,,,DL-Methionine/L-Leucine/L-Valine/L-Isoleucine/L-Threonine/L-Tryptophan/L-Phenylalanine/L-Lysine Hydrochloride/Retinol Palmitate/Ergocalciferol/Tocopherol Acetate Powder 50%/Thiamine Nitrate/Riboflavin/Nicotinamide/Pyridoxine Hydrochloride/Calcium Pantothenate/Cyanocobalamin/Folic Acid/Ascorbic Acid
